passenger_id,survived,pclass,pname,sex,age,sibsp,parch,port,fare
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,S,13.00
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,S,20.53
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,C,57.98
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,S,28.50
333,0,1,"Graham, Mr. George Edward",male,38,0,1,S,153.46
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,S,18.00
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,S,66.60
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,C,134.50
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,S,8.05
340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,S,35.50
341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,S,26.00
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,S,263.00
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,S,13.00
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,S,13.00
345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,S,13.00
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,S,13.00
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,S,13.00
349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,S,15.90
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,S,8.66
351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,S,9.23
353,0,3,"Elias, Mr. Tannous",male,15,1,1,C,7.23
354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,S,17.80
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,S,9.50
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,S,55.00
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,S,13.00
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,S,27.90
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,C,27.72
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,C,14.45
364,0,3,"Asim, Mr. Adola",male,35,0,0,S,7.05
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,S,7.25
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,C,75.25
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,C,69.30
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,C,55.44
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,S,6.50
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,S,8.05
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,C,135.63
375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,S,21.08
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,S,7.25
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,C,211.50
379,0,3,"Betros, Mr. Tannous",male,20,0,0,C,4.01
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,C,113.28
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,S,16.70
396,0,3,"Johansson, Mr. Erik",male,22,0,0,S,7.80
397,0,3,"Olsson, Miss. Elina",female,31,0,0,S,7.85
398,0,2,"McKane, Mr. Peter David",male,46,0,0,S,26.00
399,0,2,"Pain, Dr. Alfred",male,23,0,0,S,10.50
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,S,12.65
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,S,7.93
402,0,3,"Adams, Mr. John",male,26,0,0,S,8.05
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,S,9.83
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,S,15.85
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,S,8.66
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,S,21.00
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,S,7.75
408,1,2,"Richards, Master. William Rowe",male,3,1,1,S,18.75
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,S,7.78
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,Q,90.00
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,S,7.93
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,S,32.50
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,S,13.00
419,0,2,"Matthews, Mr. William John",male,30,0,0,S,13.00
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,S,24.15
422,0,3,"Charters, Mr. David",male,21,0,0,Q,7.73
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,S,7.88
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,S,14.40
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,S,20.21
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,S,26.00
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,S,26.00
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,S,8.05
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,S,26.55
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,S,26.00
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,S,7.13
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,S,55.90
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,S,120.00
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,S,34.38
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,S,18.75
439,0,1,"Fortune, Mr. Mark",male,64,1,4,S,263.00
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,S,10.50
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,S,26.25
442,0,3,"Hampe, Mr. Leon",male,20,0,0,S,9.50
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,S,7.78
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,S,13.00
446,1,1,"Dodge, Master. Washington",male,4,0,2,S,81.86
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,S,19.50
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,S,26.55
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,C,19.26
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,S,30.50
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,S,27.75
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,C,27.75
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,C,89.10
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,S,46.90
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,S,8.05
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,S,9.59
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,C,91.08
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,S,90.00
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,C,29.70
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,S,8.05
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,S,15.90
492,0,3,"Windelov, Mr. Einar",male,21,0,0,S,7.25
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,S,30.50
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,C,49.50
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,S,8.05
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,C,78.27
635,0,3,"Skoog, Miss. Mabel",female,9,3,2,S,27.90
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,S,151.55
500,0,3,"Svensson, Mr. Olof",male,24,0,0,S,7.80
501,0,3,"Calic, Mr. Petar",male,17,0,0,S,8.66
502,0,3,"Canavan, Miss. Mary",female,21,0,0,Q,7.75
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,S,9.59
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,S,86.50
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,C,108.90
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,S,26.00
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,S,22.53
510,1,3,"Lang, Mr. Fang",male,26,0,0,S,56.50
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,Q,7.75
513,1,1,"McGough, Mr. James Robert",male,36,0,0,S,26.29
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,C,59.40
515,0,3,"Coleff, Mr. Satio",male,24,0,0,S,7.50
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,S,34.02
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,S,10.50
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,S,26.00
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,S,7.90
521,1,1,"Perreault, Miss. Anne",female,30,0,0,S,93.50
522,0,3,"Vovk, Mr. Janko",male,22,0,0,S,7.90
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,C,57.98
526,0,3,"Farrell, Mr. James",male,40.5,0,0,Q,7.75
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,S,10.50
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,S,7.93
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,S,11.50
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,C,7.23
555,1,3,"Ohman, Miss. Velin",female,22,0,0,S,7.78
556,0,1,"Wright, Mr. George",male,62,0,0,S,26.55
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,C,39.60
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,S,79.65
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,S,17.40
562,0,3,"Sivic, Mr. Husein",male,40,0,0,S,7.90
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,S,13.50
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,S,24.15
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,S,7.90
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,S,21.08
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,S,7.85
571,1,2,"Harris, Mr. George",male,62,0,0,S,10.50
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,S,51.48
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,S,26.39
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,S,8.05
576,0,3,"Patchett, Mr. George",male,19,0,0,S,14.50
577,1,2,"Garside, Miss. Ethel",female,34,0,0,S,13.00
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,S,55.90
580,1,3,"Jussila, Mr. Eiriik",male,32,0,0,S,7.93
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,S,30.00
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,C,110.88
583,0,2,"Downton, Mr. William James",male,54,0,0,S,26.00
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,C,40.13
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,S,79.65
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,S,15.00
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,C,79.20
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,S,8.05
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,S,7.13
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,C,78.27
593,0,3,"Elsbury, Mr. William James",male,47,0,0,S,7.25
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,S,26.00
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,S,24.15
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,S,0.00
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,C,56.93
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,S,27.00
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,S,8.05
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,C,26.55
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,S,15.55
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,C,15.74
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,S,7.85
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,S,16.10
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,S,32.32
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,Q,12.35
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,S,77.96
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,S,7.90
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,S,30.00
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,S,7.05
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,C,30.50
636,1,2,"Davis, Miss. Mary",female,28,0,0,S,13.00
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,S,7.93
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,S,26.25
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,S,39.69
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,S,7.85
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,C,69.30
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,S,27.90
645,1,3,"Baclini, Miss. Eugenie",female,0.8,2,1,C,19.26
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,C,76.73
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,S,7.90
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,C,35.50
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,S,7.55
652,1,2,"Doling, Miss. Elsie",female,18,0,1,S,23.00
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,S,8.43
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,Q,6.75
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S,73.50
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,Q,15.50
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,S,13.00
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,C,113.28
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,S,133.65
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,C,7.23
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,S,25.59
664,0,3,"Coleff, Mr. Peju",male,36,0,0,S,7.50
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,S,7.93
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S,73.50
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,S,13.00
669,0,3,"Cook, Mr. Jacob",male,43,0,0,S,8.05
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,S,39.00
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,S,52.00
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,S,10.50
674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,S,13.00
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,S,7.78
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,S,8.05
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,S,9.84
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,S,46.90
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,C,512.33
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,C,76.73
692,1,3,"Karun, Miss. Manca",female,4,0,1,C,13.42
694,0,3,"Saad, Mr. Khalil",male,25,0,0,C,7.23
695,0,1,"Weir, Col. John",male,60,0,0,S,26.55
696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,S,13.50
697,0,3,"Kelly, Mr. James",male,44,0,0,S,8.05
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,C,110.88
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,S,7.65
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,C,227.53
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,S,26.29
703,0,3,"Barbara, Miss. Saiide",female,18,0,1,C,14.45
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,Q,7.74
705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,S,7.85
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,S,26.00
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,S,13.50
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,S,26.29
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,S,151.55
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,C,49.50
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,S,52.00
714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,S,9.48
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,S,13.00
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,S,7.65
717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,C,227.53
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,S,10.50
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,S,7.78
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,S,33.00
722,0,3,"Jensen, Mr. Svend Lauritz",male,17,1,0,S,7.05
723,0,2,"Gillespie, Mr. William Henry",male,34,0,0,S,13.00
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,S,13.00
725,1,1,"Chambers, Mr. Norman Campbell",male,27,1,0,S,53.10
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,S,8.66
727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",female,30,3,0,S,21.00
729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,S,26.00
730,0,3,"Ilmakangas, Miss. Pieta Sofia",female,25,1,0,S,7.93
731,1,1,"Allen, Miss. Elisabeth Walton",female,29,0,0,S,211.34
732,0,3,"Hassan, Mr. Houssein G N",male,11,0,0,C,18.79
734,0,2,"Berriman, Mr. William John",male,23,0,0,S,13.00
735,0,2,"Troupiansky, Mr. Moses Aaron",male,23,0,0,S,13.00
736,0,3,"Williams, Mr. Leslie",male,28.5,0,0,S,16.10
737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",female,48,1,3,S,34.38
738,1,1,"Lesurer, Mr. Gustave J",male,35,0,0,C,512.33
742,0,1,"Cavendish, Mr. Tyrell William",male,36,1,0,S,78.85
743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",female,21,2,2,C,262.38
744,0,3,"McNamee, Mr. Neal",male,24,1,0,S,16.10
745,1,3,"Stranden, Mr. Juho",male,31,0,0,S,7.93
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,S,71.00
747,0,3,"Abbott, Mr. Rossmore Edward",male,16,1,1,S,20.25
748,1,2,"Sinkkonen, Miss. Anna",female,30,0,0,S,13.00
749,0,1,"Marvin, Mr. Daniel Warner",male,19,1,0,S,53.10
750,0,3,"Connaghton, Mr. Michael",male,31,0,0,Q,7.75
751,1,2,"Wells, Miss. Joan",female,4,1,1,S,23.00
752,1,3,"Moor, Master. Meier",male,6,0,1,S,12.48
753,0,3,"Vande Velde, Mr. Johannes Joseph",male,33,0,0,S,9.50
754,0,3,"Jonkoff, Mr. Lalio",male,23,0,0,S,7.90
755,1,2,"Herman, Mrs. Samuel (Jane Laver)",female,48,1,2,S,65.00
756,1,2,"Hamalainen, Master. Viljo",male,0.7,1,1,S,14.50
757,0,3,"Carlsson, Mr. August Sigfrid",male,28,0,0,S,7.80
758,0,2,"Bailey, Mr. Percy Andrew",male,18,0,0,S,11.50
778,1,3,"Emanuel, Miss. Virginia Ethel",female,5,0,0,S,12.48
780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,S,211.34
781,1,3,"Ayoub, Miss. Banoura",female,13,0,0,C,7.23
782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",female,17,1,0,S,57.00
783,0,1,"Long, Mr. Milton Clyde",male,29,0,0,S,30.00
785,0,3,"Ali, Mr. William",male,25,0,0,S,7.05
786,0,3,"Harmer, Mr. Abraham (David Lishin)",male,25,0,0,S,7.25
787,1,3,"Sjoblom, Miss. Anna Sofia",female,18,0,0,S,7.50
788,0,3,"Rice, Master. George Hugh",male,8,4,1,Q,29.13
789,1,3,"Dean, Master. Bertram Vere",male,1,1,2,S,20.58
790,0,1,"Guggenheim, Mr. Benjamin",male,46,0,0,C,79.20
792,0,2,"Gaskell, Mr. Alfred",male,16,0,0,S,26.00
795,0,3,"Dantcheff, Mr. Ristiu",male,25,0,0,S,7.90
796,0,2,"Otter, Mr. Richard",male,39,0,0,S,13.00
797,1,1,"Leader, Dr. Alice (Farnham)",female,49,0,0,S,25.93
798,1,3,"Osman, Mrs. Mara",female,31,0,0,S,8.68
799,0,3,"Ibrahim Shawah, Mr. Yousseff",male,30,0,0,C,7.23
800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,30,1,1,S,24.15
801,0,2,"Ponesell, Mr. Martin",male,34,0,0,S,13.00
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,S,26.25
803,1,1,"Carter, Master. William Thornton II",male,11,1,2,S,120.00
804,1,3,"Thomas, Master. Assad Alexander",male,0.4,0,1,C,8.52
805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,S,6.98
806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,S,7.78
807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,S,0.00
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,S,7.78
809,0,2,"Meyer, Mr. August",male,39,0,0,S,13.00
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,S,53.10
811,0,3,"Alexander, Mr. William",male,26,0,0,S,7.89
812,0,3,"Lester, Mr. James",male,39,0,0,S,24.15
813,0,2,"Slemen, Mr. Richard James",male,35,0,0,S,10.50
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,S,31.28
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,S,8.05
817,0,3,"Heininen, Miss. Wendla Maria",female,23,0,0,S,7.93
818,0,2,"Mallet, Mr. Albert",male,31,1,1,C,37.00
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,S,6.45
820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,S,27.90
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,S,93.50
822,1,3,"Lulic, Mr. Nikola",male,27,0,0,S,8.66
823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,S,0.00
824,1,3,"Moor, Mrs. (Beila)",female,27,0,1,S,12.48
825,0,3,"Panula, Master. Urho Abraham",male,2,4,1,S,39.69
828,1,2,"Mallet, Master. Andre",male,1,0,2,C,37.00
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,C,14.45
832,1,2,"Richards, Master. George Sibley",male,0.8,1,1,S,18.75
834,0,3,"Augustsson, Mr. Albert",male,23,0,0,S,7.85
846,0,3,"Abbing, Mr. Anthony",male,42,0,0,S,7.55
848,0,3,"Markoff, Mr. Marin",male,35,0,0,C,7.90
849,0,2,"Harper, Rev. John",male,28,0,1,S,33.00
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,S,31.28
852,0,3,"Svensson, Mr. Johan",male,74,0,0,S,7.78
853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,C,15.25
854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,S,39.40
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,S,26.00
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,S,9.35
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,S,164.87
858,1,1,"Daly, Mr. Peter Denis ",male,51,0,0,S,26.55
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,C,19.26
861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,S,14.11
862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,S,11.50
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,S,25.93
865,0,2,"Gill, Mr. John William",male,24,0,0,S,13.00
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,S,13.00
867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,C,13.86
868,0,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,S,50.50
870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,S,11.13
871,0,3,"Balkic, Mr. Cerin",male,26,0,0,S,7.90
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,S,52.55
873,0,1,"Carlsson, Mr. Frans Olof",male,33,0,0,S,5.00
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,S,9.00
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,C,24.00
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,C,7.23
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,S,9.85
878,0,3,"Petroff, Mr. Nedelio",male,19,0,0,S,7.90
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,C,83.16
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,S,26.00
882,0,3,"Markun, Mr. Johann",male,33,0,0,S,7.90
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,S,10.52
884,0,2,"Banfield, Mr. Frederick James",male,28,0,0,S,10.50
885,0,3,"Sutehall, Mr. Henry Jr",male,25,0,0,S,7.05
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,Q,29.13
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,S,13.00
888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,S,30.00
890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,C,30.00
